uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
BA,OUTRAS,VIA_PUBLICA,"90 - 99",M,3
BA,COVID,DOMICILIO,"90 - 99",F,8
BA,COVID,DOMICILIO,"90 - 99",M,7
BA,COVID,HOSPITAL,"90 - 99",F,141
BA,COVID,HOSPITAL,"90 - 99",M,118
BA,COVID,OUTRO,"90 - 99",F,2
BA,COVID,OUTRO,"90 - 99",M,1
BA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,10
BA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
BA,INDETERMINADA,DOMICILIO,"90 - 99",F,3
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,30
BA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,17
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,46
BA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,24
BA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,1
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
BA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,7
BA,PNEUMONIA,DOMICILIO,"90 - 99",F,13
BA,PNEUMONIA,DOMICILIO,"90 - 99",M,13
BA,PNEUMONIA,HOSPITAL,"90 - 99",F,83
BA,PNEUMONIA,HOSPITAL,"90 - 99",M,60
BA,PNEUMONIA,IGNORADO,"90 - 99",F,1
BA,PNEUMONIA,IGNORADO,"90 - 99",M,1
BA,PNEUMONIA,OUTRO,"90 - 99",F,4
BA,PNEUMONIA,OUTRO,"90 - 99",M,1
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
BA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
BA,SEPTICEMIA,DOMICILIO,"90 - 99",F,22
BA,SEPTICEMIA,DOMICILIO,"90 - 99",M,6
BA,SEPTICEMIA,HOSPITAL,"90 - 99",F,72
BA,SEPTICEMIA,HOSPITAL,"90 - 99",M,47
BA,SEPTICEMIA,OUTRO,"90 - 99",F,1
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,8
BA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
BA,SRAG,HOSPITAL,"90 - 99",F,1
BA,SRAG,HOSPITAL,"90 - 99",M,3
BA,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
BA,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
CE,OUTRAS,AMBULANCIA,"90 - 99",M,2
CE,OUTRAS,DOMICILIO,"90 - 99",F,196
CE,OUTRAS,DOMICILIO,"90 - 99",M,107
CE,OUTRAS,HOSPITAL,"90 - 99",F,53
CE,OUTRAS,HOSPITAL,"90 - 99",M,46
CE,OUTRAS,IGNORADO,"90 - 99",F,55
CE,OUTRAS,IGNORADO,"90 - 99",M,38
CE,OUTRAS,OUTRO,"90 - 99",F,6
CE,OUTRAS,OUTRO,"90 - 99",M,1
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,7
CE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
CE,COVID,DOMICILIO,"90 - 99",F,11
CE,COVID,DOMICILIO,"90 - 99",M,11
CE,COVID,HOSPITAL,"90 - 99",F,80
CE,COVID,HOSPITAL,"90 - 99",M,46
CE,COVID,IGNORADO,"90 - 99",F,15
CE,COVID,IGNORADO,"90 - 99",M,15
CE,COVID,OUTRO,"90 - 99",F,2
CE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,14
CE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,6
CE,INDETERMINADA,DOMICILIO,"90 - 99",F,3
CE,INDETERMINADA,DOMICILIO,"90 - 99",M,2
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,15
CE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,16
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,14
CE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,13
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,9
CE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,3
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,1
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,7
CE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
CE,PNEUMONIA,DOMICILIO,"90 - 99",F,35
CE,PNEUMONIA,DOMICILIO,"90 - 99",M,14
CE,PNEUMONIA,HOSPITAL,"90 - 99",F,69
CE,PNEUMONIA,HOSPITAL,"90 - 99",M,51
CE,PNEUMONIA,IGNORADO,"90 - 99",F,22
CE,PNEUMONIA,IGNORADO,"90 - 99",M,12
CE,PNEUMONIA,OUTRO,"90 - 99",M,2
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,8
CE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
CE,SEPTICEMIA,DOMICILIO,"90 - 99",F,15
CE,SEPTICEMIA,DOMICILIO,"90 - 99",M,6
CE,SEPTICEMIA,HOSPITAL,"90 - 99",F,36
CE,SEPTICEMIA,HOSPITAL,"90 - 99",M,25
CE,SEPTICEMIA,IGNORADO,"90 - 99",F,8
CE,SEPTICEMIA,IGNORADO,"90 - 99",M,6
CE,SEPTICEMIA,OUTRO,"90 - 99",F,1
CE,SEPTICEMIA,OUTRO,"90 - 99",M,1
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
CE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
CE,SRAG,DOMICILIO,"90 - 99",F,4
CE,SRAG,DOMICILIO,"90 - 99",M,1
CE,SRAG,HOSPITAL,"90 - 99",F,3
CE,SRAG,HOSPITAL,"90 - 99",M,3
CE,SRAG,IGNORADO,"90 - 99",F,1
CE,SRAG,IGNORADO,"90 - 99",M,2
DF,OUTRAS,DOMICILIO,"90 - 99",F,33
DF,OUTRAS,DOMICILIO,"90 - 99",M,12
DF,OUTRAS,HOSPITAL,"90 - 99",F,54
DF,OUTRAS,HOSPITAL,"90 - 99",M,32
DF,OUTRAS,IGNORADO,"90 - 99",M,1
DF,OUTRAS,OUTRO,"90 - 99",F,1
DF,OUTRAS,OUTRO,"90 - 99",M,2
DF,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
DF,COVID,HOSPITAL,"90 - 99",F,32
DF,COVID,HOSPITAL,"90 - 99",M,23
DF,COVID,OUTRO,"90 - 99",M,1
DF,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
DF,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,1
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,9
DF,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,3
DF,PNEUMONIA,DOMICILIO,"90 - 99",F,4
DF,PNEUMONIA,DOMICILIO,"90 - 99",M,2
DF,PNEUMONIA,HOSPITAL,"90 - 99",F,32
DF,PNEUMONIA,HOSPITAL,"90 - 99",M,24
DF,PNEUMONIA,OUTRO,"90 - 99",F,2
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
DF,SEPTICEMIA,DOMICILIO,"90 - 99",F,3
DF,SEPTICEMIA,HOSPITAL,"90 - 99",F,21
DF,SEPTICEMIA,HOSPITAL,"90 - 99",M,11
DF,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
ES,OUTRAS,DOMICILIO,"90 - 99",F,76
ES,OUTRAS,DOMICILIO,"90 - 99",M,39
ES,OUTRAS,HOSPITAL,"90 - 99",F,61
ES,OUTRAS,HOSPITAL,"90 - 99",M,35
ES,OUTRAS,IGNORADO,"90 - 99",F,1
ES,OUTRAS,OUTRO,"90 - 99",F,3
ES,OUTRAS,OUTRO,"90 - 99",M,2
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
ES,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
ES,COVID,DOMICILIO,"90 - 99",F,6
ES,COVID,DOMICILIO,"90 - 99",M,3
ES,COVID,HOSPITAL,"90 - 99",F,77
ES,COVID,HOSPITAL,"90 - 99",M,75
ES,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,3
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,1
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,11
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,10
ES,PNEUMONIA,DOMICILIO,"90 - 99",F,18
ES,PNEUMONIA,DOMICILIO,"90 - 99",M,9
ES,PNEUMONIA,HOSPITAL,"90 - 99",F,71
ES,PNEUMONIA,HOSPITAL,"90 - 99",M,44
ES,PNEUMONIA,OUTRO,"90 - 99",F,2
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
ES,SEPTICEMIA,DOMICILIO,"90 - 99",F,5
ES,SEPTICEMIA,DOMICILIO,"90 - 99",M,2
ES,SEPTICEMIA,HOSPITAL,"90 - 99",F,37
ES,SEPTICEMIA,HOSPITAL,"90 - 99",M,28
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
ES,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
ES,SRAG,HOSPITAL,"90 - 99",F,2
ES,SRAG,HOSPITAL,"90 - 99",M,2
GO,OUTRAS,DOMICILIO,"90 - 99",F,46
GO,OUTRAS,DOMICILIO,"90 - 99",M,56
GO,OUTRAS,HOSPITAL,"90 - 99",F,53
GO,OUTRAS,HOSPITAL,"90 - 99",M,39
GO,OUTRAS,IGNORADO,"90 - 99",F,1
GO,OUTRAS,IGNORADO,"90 - 99",M,2
GO,OUTRAS,OUTRO,"90 - 99",F,10
GO,OUTRAS,OUTRO,"90 - 99",M,13
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,9
GO,OUTRAS,VIA_PUBLICA,"90 - 99",M,2
GO,COVID,DOMICILIO,"90 - 99",F,3
GO,COVID,DOMICILIO,"90 - 99",M,1
GO,COVID,HOSPITAL,"90 - 99",F,59
GO,COVID,HOSPITAL,"90 - 99",M,67
GO,COVID,OUTRO,"90 - 99",F,1
GO,COVID,OUTRO,"90 - 99",M,4
GO,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
GO,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,5
GO,COVID,POSTO_SAUDE,"90 - 99",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,12
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,7
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,13
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,11
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,5
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
GO,PNEUMONIA,DOMICILIO,"90 - 99",F,8
GO,PNEUMONIA,DOMICILIO,"90 - 99",M,4
GO,PNEUMONIA,HOSPITAL,"90 - 99",F,67
GO,PNEUMONIA,HOSPITAL,"90 - 99",M,40
GO,PNEUMONIA,IGNORADO,"90 - 99",M,3
GO,PNEUMONIA,OUTRO,"90 - 99",F,2
GO,PNEUMONIA,OUTRO,"90 - 99",M,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
GO,SEPTICEMIA,DOMICILIO,"90 - 99",F,6
GO,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
GO,SEPTICEMIA,HOSPITAL,"90 - 99",F,25
GO,SEPTICEMIA,HOSPITAL,"90 - 99",M,17
GO,SEPTICEMIA,OUTRO,"90 - 99",F,2
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
GO,SRAG,HOSPITAL,"90 - 99",F,2
MA,OUTRAS,DOMICILIO,"90 - 99",F,41
MA,OUTRAS,DOMICILIO,"90 - 99",M,59
MA,OUTRAS,HOSPITAL,"90 - 99",F,33
MA,OUTRAS,HOSPITAL,"90 - 99",M,29
MA,OUTRAS,OUTRO,"90 - 99",F,3
MA,OUTRAS,OUTRO,"90 - 99",M,1
MA,COVID,DOMICILIO,"90 - 99",M,1
MA,COVID,HOSPITAL,"90 - 99",F,7
MA,COVID,HOSPITAL,"90 - 99",M,14
MA,INDETERMINADA,DOMICILIO,"90 - 99",F,1
MA,INDETERMINADA,HOSPITAL,"90 - 99",F,2
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,4
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,7
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,6
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,14
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,3
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
MA,PNEUMONIA,DOMICILIO,"90 - 99",F,4
MA,PNEUMONIA,DOMICILIO,"90 - 99",M,5
MA,PNEUMONIA,HOSPITAL,"90 - 99",F,10
MA,PNEUMONIA,HOSPITAL,"90 - 99",M,12
MA,SEPTICEMIA,DOMICILIO,"90 - 99",F,2
MA,SEPTICEMIA,DOMICILIO,"90 - 99",M,3
MA,SEPTICEMIA,HOSPITAL,"90 - 99",F,7
MA,SEPTICEMIA,HOSPITAL,"90 - 99",M,11
MA,SEPTICEMIA,OUTRO,"90 - 99",M,1
MA,SRAG,DOMICILIO,"90 - 99",M,2
MA,SRAG,HOSPITAL,"90 - 99",F,3
MG,OUTRAS,DOMICILIO,"90 - 99",F,402
MG,OUTRAS,DOMICILIO,"90 - 99",M,243
MG,OUTRAS,HOSPITAL,"90 - 99",F,355
MG,OUTRAS,HOSPITAL,"90 - 99",M,180
MG,OUTRAS,IGNORADO,"90 - 99",F,23
MG,OUTRAS,IGNORADO,"90 - 99",M,12
MG,OUTRAS,OUTRO,"90 - 99",F,15
MG,OUTRAS,OUTRO,"90 - 99",M,17
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,63
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,26
MG,OUTRAS,VIA_PUBLICA,"90 - 99",F,3
MG,OUTRAS,VIA_PUBLICA,"90 - 99",M,6
MG,COVID,DOMICILIO,"90 - 99",F,22
MG,COVID,DOMICILIO,"90 - 99",M,14
MG,COVID,HOSPITAL,"90 - 99",F,376
MG,COVID,HOSPITAL,"90 - 99",M,306
MG,COVID,IGNORADO,"90 - 99",F,10
MG,COVID,IGNORADO,"90 - 99",M,2
MG,COVID,OUTRO,"90 - 99",F,4
MG,COVID,OUTRO,"90 - 99",M,3
MG,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,24
MG,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,16
MG,INDETERMINADA,DOMICILIO,"90 - 99",F,11
MG,INDETERMINADA,DOMICILIO,"90 - 99",M,10
MG,INDETERMINADA,HOSPITAL,"90 - 99",F,7
MG,INDETERMINADA,HOSPITAL,"90 - 99",M,4
MG,INDETERMINADA,IGNORADO,"90 - 99",F,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,40
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,22
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,70
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,57
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,1
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,3
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,4
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,13
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
MG,PNEUMONIA,DOMICILIO,"90 - 99",F,38
MG,PNEUMONIA,DOMICILIO,"90 - 99",M,18
MG,PNEUMONIA,HOSPITAL,"90 - 99",F,275
MG,PNEUMONIA,HOSPITAL,"90 - 99",M,190
MG,PNEUMONIA,IGNORADO,"90 - 99",F,1
MG,PNEUMONIA,IGNORADO,"90 - 99",M,5
MG,PNEUMONIA,OUTRO,"90 - 99",F,2
MG,PNEUMONIA,OUTRO,"90 - 99",M,1
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,20
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,9
MG,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,1
MG,SEPTICEMIA,DOMICILIO,"90 - 99",F,17
MG,SEPTICEMIA,DOMICILIO,"90 - 99",M,6
MG,SEPTICEMIA,HOSPITAL,"90 - 99",F,169
MG,SEPTICEMIA,HOSPITAL,"90 - 99",M,103
MG,SEPTICEMIA,IGNORADO,"90 - 99",F,5
MG,SEPTICEMIA,OUTRO,"90 - 99",F,1
MG,SEPTICEMIA,OUTRO,"90 - 99",M,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,18
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,8
MG,SRAG,DOMICILIO,"90 - 99",F,1
MG,SRAG,HOSPITAL,"90 - 99",F,9
MG,SRAG,HOSPITAL,"90 - 99",M,5
MG,SRAG,OUTRO,"90 - 99",F,2
MG,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
MS,OUTRAS,DOMICILIO,"90 - 99",F,40
MS,OUTRAS,DOMICILIO,"90 - 99",M,22
MS,OUTRAS,HOSPITAL,"90 - 99",F,28
MS,OUTRAS,HOSPITAL,"90 - 99",M,30
MS,OUTRAS,POSTO_SAUDE,"90 - 99",M,1
MS,COVID,DOMICILIO,"90 - 99",F,3
MS,COVID,DOMICILIO,"90 - 99",M,1
MS,COVID,HOSPITAL,"90 - 99",F,27
MS,COVID,HOSPITAL,"90 - 99",M,40
MS,INDETERMINADA,DOMICILIO,"90 - 99",M,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,2
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,2
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,7
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,1
MS,PNEUMONIA,DOMICILIO,"90 - 99",M,1
MS,PNEUMONIA,HOSPITAL,"90 - 99",F,30
MS,PNEUMONIA,HOSPITAL,"90 - 99",M,29
MS,SEPTICEMIA,DOMICILIO,"90 - 99",F,4
MS,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
MS,SEPTICEMIA,HOSPITAL,"90 - 99",F,26
MS,SEPTICEMIA,HOSPITAL,"90 - 99",M,8
MS,SRAG,DOMICILIO,"90 - 99",M,1
MS,SRAG,HOSPITAL,"90 - 99",F,1
MS,SRAG,HOSPITAL,"90 - 99",M,1
MT,OUTRAS,DOMICILIO,"90 - 99",F,10
MT,OUTRAS,DOMICILIO,"90 - 99",M,18
MT,OUTRAS,HOSPITAL,"90 - 99",F,17
MT,OUTRAS,HOSPITAL,"90 - 99",M,15
MT,OUTRAS,IGNORADO,"90 - 99",F,17
MT,OUTRAS,IGNORADO,"90 - 99",M,12
MT,OUTRAS,OUTRO,"90 - 99",F,3
MT,OUTRAS,OUTRO,"90 - 99",M,3
MT,COVID,DOMICILIO,"90 - 99",F,2
MT,COVID,DOMICILIO,"90 - 99",M,1
MT,COVID,HOSPITAL,"90 - 99",F,8
MT,COVID,HOSPITAL,"90 - 99",M,21
MT,COVID,IGNORADO,"90 - 99",F,7
MT,COVID,IGNORADO,"90 - 99",M,8
MT,INDETERMINADA,IGNORADO,"90 - 99",F,2
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,1
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,1
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,4
MT,PNEUMONIA,HOSPITAL,"90 - 99",F,11
MT,PNEUMONIA,HOSPITAL,"90 - 99",M,6
MT,PNEUMONIA,IGNORADO,"90 - 99",F,4
MT,PNEUMONIA,IGNORADO,"90 - 99",M,5
MT,PNEUMONIA,OUTRO,"90 - 99",F,1
MT,PNEUMONIA,OUTRO,"90 - 99",M,2
MT,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,1
MT,SEPTICEMIA,HOSPITAL,"90 - 99",F,5
MT,SEPTICEMIA,HOSPITAL,"90 - 99",M,2
MT,SEPTICEMIA,IGNORADO,"90 - 99",F,6
MT,SEPTICEMIA,IGNORADO,"90 - 99",M,2
MT,SEPTICEMIA,OUTRO,"90 - 99",M,1
PA,OUTRAS,DOMICILIO,"90 - 99",F,41
PA,OUTRAS,DOMICILIO,"90 - 99",M,40
PA,OUTRAS,HOSPITAL,"90 - 99",F,25
PA,OUTRAS,HOSPITAL,"90 - 99",M,25
PA,OUTRAS,IGNORADO,"90 - 99",M,1
PA,OUTRAS,OUTRO,"90 - 99",F,1
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
PA,COVID,DOMICILIO,"90 - 99",F,2
PA,COVID,DOMICILIO,"90 - 99",M,2
PA,COVID,HOSPITAL,"90 - 99",F,25
PA,COVID,HOSPITAL,"90 - 99",M,26
PA,COVID,OUTRO,"90 - 99",M,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,4
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,2
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,6
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,5
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
PA,PNEUMONIA,DOMICILIO,"90 - 99",F,2
PA,PNEUMONIA,DOMICILIO,"90 - 99",M,3
PA,PNEUMONIA,HOSPITAL,"90 - 99",F,24
PA,PNEUMONIA,HOSPITAL,"90 - 99",M,12
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
PA,SEPTICEMIA,DOMICILIO,"90 - 99",M,1
PA,SEPTICEMIA,HOSPITAL,"90 - 99",F,8
PA,SEPTICEMIA,HOSPITAL,"90 - 99",M,7
PA,SRAG,HOSPITAL,"90 - 99",F,1
PB,OUTRAS,DOMICILIO,"90 - 99",F,146
PB,OUTRAS,DOMICILIO,"90 - 99",M,85
PB,OUTRAS,HOSPITAL,"90 - 99",F,51
PB,OUTRAS,HOSPITAL,"90 - 99",M,27
PB,OUTRAS,OUTRO,"90 - 99",F,3
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
PB,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
PB,COVID,DOMICILIO,"90 - 99",F,5
PB,COVID,DOMICILIO,"90 - 99",M,1
PB,COVID,HOSPITAL,"90 - 99",F,41
PB,COVID,HOSPITAL,"90 - 99",M,31
PB,COVID,OUTRO,"90 - 99",M,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
PB,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
PB,COVID,VIA_PUBLICA,"90 - 99",M,1
PB,INDETERMINADA,DOMICILIO,"90 - 99",F,1
PB,INDETERMINADA,HOSPITAL,"90 - 99",F,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,11
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,8
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,15
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,8
PB,PNEUMONIA,DOMICILIO,"90 - 99",F,11
PB,PNEUMONIA,DOMICILIO,"90 - 99",M,7
PB,PNEUMONIA,HOSPITAL,"90 - 99",F,49
PB,PNEUMONIA,HOSPITAL,"90 - 99",M,36
PB,PNEUMONIA,OUTRO,"90 - 99",F,1
PB,PNEUMONIA,OUTRO,"90 - 99",M,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,5
PB,SEPTICEMIA,DOMICILIO,"90 - 99",F,6
PB,SEPTICEMIA,DOMICILIO,"90 - 99",M,5
PB,SEPTICEMIA,HOSPITAL,"90 - 99",F,38
PB,SEPTICEMIA,HOSPITAL,"90 - 99",M,18
PB,SEPTICEMIA,OUTRO,"90 - 99",F,1
PB,SEPTICEMIA,OUTRO,"90 - 99",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
PB,SRAG,DOMICILIO,"90 - 99",F,1
PB,SRAG,DOMICILIO,"90 - 99",M,1
PB,SRAG,HOSPITAL,"90 - 99",F,3
PB,SRAG,HOSPITAL,"90 - 99",M,3
PE,OUTRAS,DOMICILIO,"90 - 99",F,231
PE,OUTRAS,DOMICILIO,"90 - 99",M,123
PE,OUTRAS,HOSPITAL,"90 - 99",F,121
PE,OUTRAS,HOSPITAL,"90 - 99",M,69
PE,OUTRAS,IGNORADO,"90 - 99",F,3
